round,epoch,train_loss,train_acc,norm,independence,balancement,seed
0,0,2.4533873036503793,19.453125,BN,iid,balanced,0
0,1,2.0088365323841573,28.3984375,BN,iid,balanced,0
0,2,1.7439861044287681,37.79296875,BN,iid,balanced,0
0,3,1.5343566060997547,44.6484375,BN,iid,balanced,0
0,4,1.3876083305105567,49.39453125,BN,iid,balanced,0
0,5,1.2696281680837274,54.7265625,BN,iid,balanced,0
0,6,1.1136612441390752,60.87890625,BN,iid,balanced,0
0,7,0.9811000405112281,65.0,BN,iid,balanced,0
0,8,0.8229714366490952,71.6796875,BN,iid,balanced,0
0,9,0.7005224723892752,75.76171875,BN,iid,balanced,0
1,0,1.7673148803412915,39.8046875,BN,iid,balanced,0
1,1,1.1092072416562586,61.23046875,BN,iid,balanced,0
1,2,0.6464197711087764,77.734375,BN,iid,balanced,0
1,3,0.7088454475160688,76.015625,BN,iid,balanced,0
1,4,0.5282132353400811,82.34375,BN,iid,balanced,0
1,5,0.3235162610624684,88.18359375,BN,iid,balanced,0
1,6,0.2827905699785333,90.33203125,BN,iid,balanced,0
1,7,0.18586861208714253,93.5546875,BN,iid,balanced,0
1,8,0.09190213415695325,96.9921875,BN,iid,balanced,0
1,9,0.0635054951134407,97.79296875,BN,iid,balanced,0
2,0,1.7554032003507019,43.0859375,BN,iid,balanced,0
2,1,0.9061408031033352,69.16015625,BN,iid,balanced,0
2,2,0.34245703752385453,89.296875,BN,iid,balanced,0
2,3,0.3780922545818612,87.03125,BN,iid,balanced,0
2,4,0.3410232287962572,88.0859375,BN,iid,balanced,0
2,5,0.21078597585624265,92.8125,BN,iid,balanced,0
2,6,0.13196140039646168,95.390625,BN,iid,balanced,0
2,7,0.09139554418987927,97.421875,BN,iid,balanced,0
2,8,0.04846682816766475,98.53515625,BN,iid,balanced,0
2,9,0.021938517059030004,99.43359375,BN,iid,balanced,0
3,0,1.7015042088925838,46.640625,BN,iid,balanced,0
3,1,0.7280325738887768,75.546875,BN,iid,balanced,0
3,2,0.1548053564521979,95.9375,BN,iid,balanced,0
3,3,0.08885647869196873,97.3046875,BN,iid,balanced,0
3,4,0.10769217848423977,96.40625,BN,iid,balanced,0
3,5,0.1660164692114904,93.88671875,BN,iid,balanced,0
3,6,0.14320572672513662,94.98046875,BN,iid,balanced,0
3,7,0.08331854198422661,97.2265625,BN,iid,balanced,0
3,8,0.03541771245310201,98.9453125,BN,iid,balanced,0
3,9,0.011572134862899475,99.66796875,BN,iid,balanced,0
4,0,1.64298179987818,49.1796875,BN,iid,balanced,0
4,1,0.6784918935765745,77.4609375,BN,iid,balanced,0
4,2,0.1557215451110096,95.44921875,BN,iid,balanced,0
4,3,0.05528611545114472,98.49609375,BN,iid,balanced,0
4,4,0.036231368164681046,98.984375,BN,iid,balanced,0
4,5,0.01522877379225065,99.6875,BN,iid,balanced,0
4,6,0.007292217333679218,99.78515625,BN,iid,balanced,0
4,7,0.0024520797354284697,100.0,BN,iid,balanced,0
4,8,0.001150016524820785,100.0,BN,iid,balanced,0
4,9,0.0006970156610123013,100.0,BN,iid,balanced,0
5,0,1.522258128412068,52.6171875,BN,iid,balanced,0
5,1,0.5582922657049494,82.08984375,BN,iid,balanced,0
5,2,0.10413643315541776,97.16796875,BN,iid,balanced,0
5,3,0.02765187875779702,99.39453125,BN,iid,balanced,0
5,4,0.01455427420197566,99.6875,BN,iid,balanced,0
5,5,0.013030522525320975,99.8046875,BN,iid,balanced,0
5,6,0.002337501008844356,99.98046875,BN,iid,balanced,0
5,7,0.0008140440616671186,100.0,BN,iid,balanced,0
5,8,0.0005834231433198056,100.0,BN,iid,balanced,0
5,9,0.0004895957729502242,100.0,BN,iid,balanced,0
6,0,1.4422078340314328,54.55078125,BN,iid,balanced,0
6,1,0.4961616881657392,84.12109375,BN,iid,balanced,0
6,2,0.08581825441447108,98.06640625,BN,iid,balanced,0
6,3,0.022620098991228587,99.58984375,BN,iid,balanced,0
6,4,0.0037827873852165792,100.0,BN,iid,balanced,0
6,5,0.0011530129089237563,100.0,BN,iid,balanced,0
6,6,0.0008400929543938673,100.0,BN,iid,balanced,0
6,7,0.0006885006466404775,100.0,BN,iid,balanced,0
6,8,0.0005899006162508158,100.0,BN,iid,balanced,0
6,9,0.000519429723570397,100.0,BN,iid,balanced,0
7,0,1.4009696770459414,56.171875,BN,iid,balanced,0
7,1,0.5137291250313865,83.88671875,BN,iid,balanced,0
7,2,0.11750944343220908,97.05078125,BN,iid,balanced,0
7,3,0.07381311039389402,98.61328125,BN,iid,balanced,0
7,4,0.0313161070372189,99.375,BN,iid,balanced,0
7,5,0.022477872397803366,99.53125,BN,iid,balanced,0
7,6,0.011021061635096885,99.78515625,BN,iid,balanced,0
7,7,0.0015912003668404396,100.0,BN,iid,balanced,0
7,8,0.000817215087721479,100.0,BN,iid,balanced,0
7,9,0.0006467540824644403,100.0,BN,iid,balanced,0
8,0,1.386220747232437,57.36328125,BN,iid,balanced,0
8,1,0.4359623829339398,86.26953125,BN,iid,balanced,0
8,2,0.07564651280367798,98.41796875,BN,iid,balanced,0
8,3,0.01590651707640518,99.86328125,BN,iid,balanced,0
8,4,0.0028796416866157413,100.0,BN,iid,balanced,0
8,5,0.0011829954370568886,100.0,BN,iid,balanced,0
8,6,0.0008967683394644155,100.0,BN,iid,balanced,0
8,7,0.000742509169162986,100.0,BN,iid,balanced,0
8,8,0.000639317953164209,100.0,BN,iid,balanced,0
8,9,0.0005644555059802769,100.0,BN,iid,balanced,0
9,0,1.3096502910368144,59.53125,BN,iid,balanced,0
9,1,0.4322952695045387,86.8359375,BN,iid,balanced,0
9,2,0.07657533345673073,98.4375,BN,iid,balanced,0
9,3,0.019245699431485262,99.6875,BN,iid,balanced,0
9,4,0.00997426674862254,99.8046875,BN,iid,balanced,0
9,5,0.00341716922462183,100.0,BN,iid,balanced,0
9,6,0.0030194640457921196,99.921875,BN,iid,balanced,0
9,7,0.0024874739914594103,99.921875,BN,iid,balanced,0
9,8,0.0009824817659136898,100.0,BN,iid,balanced,0
9,9,0.0006649305593100507,100.0,BN,iid,balanced,0
10,0,1.2877206786419264,59.140625,BN,iid,balanced,0
10,1,0.41206436067004687,87.2265625,BN,iid,balanced,0
10,2,0.09845655303652165,97.48046875,BN,iid,balanced,0
10,3,0.038485701258741754,99.04296875,BN,iid,balanced,0
10,4,0.017941678358147327,99.74609375,BN,iid,balanced,0
10,5,0.009581626134786348,99.8828125,BN,iid,balanced,0
10,6,0.0021721859441640847,99.921875,BN,iid,balanced,0
10,7,0.0010539137008436228,100.0,BN,iid,balanced,0
10,8,0.0007230254294427141,100.0,BN,iid,balanced,0
10,9,0.000601851515693852,100.0,BN,iid,balanced,0
11,0,1.267319279210642,59.82421875,BN,iid,balanced,0
11,1,0.3894480082053633,87.98828125,BN,iid,balanced,0
11,2,0.07073705671027711,98.26171875,BN,iid,balanced,0
11,3,0.02668610436144263,99.53125,BN,iid,balanced,0
11,4,0.023488343276994783,99.51171875,BN,iid,balanced,0
11,5,0.006353743541058066,99.90234375,BN,iid,balanced,0
11,6,0.0012352084981785082,100.0,BN,iid,balanced,0
11,7,0.0008429630315390568,100.0,BN,iid,balanced,0
11,8,0.0006873428249946301,100.0,BN,iid,balanced,0
11,9,0.0005889845988804154,100.0,BN,iid,balanced,0
12,0,1.2128220815211535,61.97265625,BN,iid,balanced,0
12,1,0.3461074027516588,89.453125,BN,iid,balanced,0
12,2,0.06381374196171237,98.7890625,BN,iid,balanced,0
12,3,0.025977051027439302,99.4140625,BN,iid,balanced,0
12,4,0.012100810053789246,99.78515625,BN,iid,balanced,0
12,5,0.002215872403439789,100.0,BN,iid,balanced,0
12,6,0.0011310912772501069,100.0,BN,iid,balanced,0
12,7,0.0008702260336690415,100.0,BN,iid,balanced,0
12,8,0.0007297876462416753,100.0,BN,iid,balanced,0
12,9,0.0006354832305760283,100.0,BN,iid,balanced,0
13,0,1.166118583176285,63.80859375,BN,iid,balanced,0
13,1,0.31461722493259003,90.3515625,BN,iid,balanced,0
13,2,0.04910448383907351,98.984375,BN,iid,balanced,0
13,3,0.012682847803034747,99.82421875,BN,iid,balanced,0
13,4,0.0031376619414231754,100.0,BN,iid,balanced,0
13,5,0.001415608465515561,100.0,BN,iid,balanced,0
13,6,0.0010308569319590788,100.0,BN,iid,balanced,0
13,7,0.0008502102585168814,100.0,BN,iid,balanced,0
13,8,0.0007310646964469924,100.0,BN,iid,balanced,0
13,9,0.0006448608157313629,100.0,BN,iid,balanced,0
14,0,1.2247059387154877,61.5234375,BN,iid,balanced,0
14,1,0.45309979934390865,85.859375,BN,iid,balanced,0
14,2,0.07520599441122613,98.30078125,BN,iid,balanced,0
14,3,0.01582574160479453,99.82421875,BN,iid,balanced,0
14,4,0.004390558816112389,100.0,BN,iid,balanced,0
14,5,0.0034781593046091077,99.921875,BN,iid,balanced,0
14,6,0.006829338115835526,99.86328125,BN,iid,balanced,0
14,7,0.010377712680156036,99.86328125,BN,iid,balanced,0
14,8,0.008973727242755558,99.90234375,BN,iid,balanced,0
14,9,0.000863724399118837,100.0,BN,iid,balanced,0
15,0,1.1655509289354087,61.93359375,BN,iid,balanced,0
15,1,0.3735979816701729,88.37890625,BN,iid,balanced,0
15,2,0.05955262473762559,98.80859375,BN,iid,balanced,0
15,3,0.013791192927419616,99.82421875,BN,iid,balanced,0
15,4,0.005608438374019897,99.90234375,BN,iid,balanced,0
15,5,0.001663474906126794,100.0,BN,iid,balanced,0
15,6,0.0009583187564317086,100.0,BN,iid,balanced,0
15,7,0.0007678147819774495,100.0,BN,iid,balanced,0
15,8,0.0006500478987391034,100.0,BN,iid,balanced,0
15,9,0.000567980399409862,100.0,BN,iid,balanced,0
16,0,1.1366279584355652,64.21875,BN,iid,balanced,0
16,1,0.3334255745925475,89.62890625,BN,iid,balanced,0
16,2,0.06945692381123081,98.359375,BN,iid,balanced,0
16,3,0.018869000302402128,99.7265625,BN,iid,balanced,0
16,4,0.006113860581558583,99.921875,BN,iid,balanced,0
16,5,0.0025182330509437635,100.0,BN,iid,balanced,0
16,6,0.0012405951477603594,100.0,BN,iid,balanced,0
16,7,0.0009622310142788137,100.0,BN,iid,balanced,0
16,8,0.0008103707358259271,100.0,BN,iid,balanced,0
16,9,0.0007068449216376393,100.0,BN,iid,balanced,0
17,0,1.0419250686885788,67.421875,BN,iid,balanced,0
17,1,0.2788669860266964,91.4453125,BN,iid,balanced,0
17,2,0.042799303232823147,99.2578125,BN,iid,balanced,0
17,3,0.011045831951059881,99.86328125,BN,iid,balanced,0
17,4,0.00916819700000815,99.90234375,BN,iid,balanced,0
17,5,0.0022029931306178697,100.0,BN,iid,balanced,0
17,6,0.0014147075493838202,100.0,BN,iid,balanced,0
17,7,0.0009465122596338915,100.0,BN,iid,balanced,0
17,8,0.0007837519099666678,100.0,BN,iid,balanced,0
17,9,0.0006792738128069686,100.0,BN,iid,balanced,0
18,0,1.044404303841293,66.69921875,BN,iid,balanced,0
18,1,0.25832852422063296,92.1875,BN,iid,balanced,0
18,2,0.04617300097916086,99.08203125,BN,iid,balanced,0
18,3,0.009151708324316133,99.9609375,BN,iid,balanced,0
18,4,0.002500122071364785,100.0,BN,iid,balanced,0
18,5,0.0014636054733841775,100.0,BN,iid,balanced,0
18,6,0.0011383626365613964,100.0,BN,iid,balanced,0
18,7,0.0009459364003873815,100.0,BN,iid,balanced,0
18,8,0.0008138561350108375,100.0,BN,iid,balanced,0
18,9,0.0007166157283904795,100.0,BN,iid,balanced,0
19,0,1.0425045143812894,66.640625,BN,iid,balanced,0
19,1,0.304543156879663,90.703125,BN,iid,balanced,0
19,2,0.053193658581221825,98.9453125,BN,iid,balanced,0
19,3,0.02121528099523857,99.765625,BN,iid,balanced,0
19,4,0.009046743050566875,99.90234375,BN,iid,balanced,0
19,5,0.0039025538137138936,99.921875,BN,iid,balanced,0
19,6,0.0050007717211883575,99.8828125,BN,iid,balanced,0
19,7,0.0013970572922062275,100.0,BN,iid,balanced,0
19,8,0.0009161556548633598,100.0,BN,iid,balanced,0
19,9,0.0007677388926140338,100.0,BN,iid,balanced,0
20,0,1.009429533034563,68.4765625,BN,iid,balanced,0
20,1,0.2553692968256655,92.36328125,BN,iid,balanced,0
20,2,0.046562628551873785,99.1015625,BN,iid,balanced,0
20,3,0.009853329753605066,99.9609375,BN,iid,balanced,0
20,4,0.0029252757765334536,100.0,BN,iid,balanced,0
20,5,0.001505087206396638,100.0,BN,iid,balanced,0
20,6,0.0011248712621636514,100.0,BN,iid,balanced,0
20,7,0.0009251330981442152,100.0,BN,iid,balanced,0
20,8,0.0007903803354111005,100.0,BN,iid,balanced,0
20,9,0.0006922965652847779,100.0,BN,iid,balanced,0
21,0,0.9962232462130487,68.90625,BN,iid,balanced,0
21,1,0.25918613844878563,92.16796875,BN,iid,balanced,0
21,2,0.0382769700042445,99.39453125,BN,iid,balanced,0
21,3,0.006003941439303162,100.0,BN,iid,balanced,0
21,4,0.002305305519803369,100.0,BN,iid,balanced,0
21,5,0.0016176465362377711,100.0,BN,iid,balanced,0
21,6,0.0012774419612469501,100.0,BN,iid,balanced,0
21,7,0.001062082402586384,100.0,BN,iid,balanced,0
21,8,0.0009114213063867282,100.0,BN,iid,balanced,0
21,9,0.0007995131945563117,100.0,BN,iid,balanced,0
22,0,0.9579073340632022,69.9609375,BN,iid,balanced,0
22,1,0.23664379521942464,92.8125,BN,iid,balanced,0
22,2,0.050888663603200254,99.0234375,BN,iid,balanced,0
22,3,0.01357315516647759,99.78515625,BN,iid,balanced,0
22,4,0.003549842050688312,100.0,BN,iid,balanced,0
22,5,0.0017609668577392768,100.0,BN,iid,balanced,0
22,6,0.00128824067937785,100.0,BN,iid,balanced,0
22,7,0.00105309080911411,100.0,BN,iid,balanced,0
22,8,0.0008966140306938541,100.0,BN,iid,balanced,0
22,9,0.0007833238535113196,100.0,BN,iid,balanced,0
23,0,0.9205812117084861,71.09375,BN,iid,balanced,0
23,1,0.19923378733838035,94.39453125,BN,iid,balanced,0
23,2,0.029324250658646633,99.62890625,BN,iid,balanced,0
23,3,0.0062060554844720174,99.98046875,BN,iid,balanced,0
23,4,0.0023995323027065753,100.0,BN,iid,balanced,0
23,5,0.0016806615376708579,100.0,BN,iid,balanced,0
23,6,0.0013295419604219204,100.0,BN,iid,balanced,0
23,7,0.001105463612202584,100.0,BN,iid,balanced,0
23,8,0.0009477634499489796,100.0,BN,iid,balanced,0
23,9,0.0008303186867124168,100.0,BN,iid,balanced,0
24,0,0.9333607309497893,69.74609375,BN,iid,balanced,0
24,1,0.21152604014496318,94.0234375,BN,iid,balanced,0
24,2,0.03152565965856411,99.58984375,BN,iid,balanced,0
24,3,0.00597626563940139,100.0,BN,iid,balanced,0
24,4,0.002594854618928366,100.0,BN,iid,balanced,0
24,5,0.0018470884586804458,100.0,BN,iid,balanced,0
24,6,0.0014651502428478125,100.0,BN,iid,balanced,0
24,7,0.001220834303717311,100.0,BN,iid,balanced,0
